text,category,sentiment,length_bucket
good cable no drawbacks works fine clamps on firmly not much to add here,electronics,2,0
the sog trident series while not nearly as strong and tough as their big brother namesakes from the fixed blade department are imho far more versatile in edc application these little assisted opening folders weigh little more than something like a spyderco pacific salt come razor sharp right from the box and feature the much debated line cutter feature made popular in the seal 2000 series that came w the kydex sheath some like the feature some detest the thing finding it all but useless the redeeming factor is that when you sharpen the blade of course you sharpen the cutter the tigerstripe coating on this version is attractive but its durability is lacking even compaired to the black tini finish the tantos are a chunky thicker bladed knife w a longer yakote sp or sharpened front portion all these knives open fairly quickly as assisted openers go but imo need a slightly stronger spring to override the friction w coatings etc they have a safety lock feature that can keep you from splitting open your hand when reaching into your pocket for another object this may sound goofy but i carry both of mine in a lightweight cordura sheath to keep debris out of the action the handles feature sogs digigrip raised texturing good traction to keep ahold of the knives for food prep camp chores skinning w the clip point and such highly recommended as an edc if these are allowed in your locality collector knives probably not fairly popular so production rates are still high congrats to sog and keep up the good work guys,sports,2,2
at first i thought this smelled like peanut butter but than after awhile it seemed to smell worst like so bad and too strong it was making me sick if you can stand the smell go for it but it definitely made me want to throw up,beauty,0,1
i mix this oil with the orange and peppermint oils to use as a hot oil treatment for my natural african american hair smells great and is really great on my scalp my hair is so healthy,beauty,2,1
this fire starter by ust is an absolute beast the rod itself is about as thick and robust as firesteels come this will make it last longer providing you with more fires the cool aspect and philosophy behind the blastmatch is it allows you to operate it one-handed with this feature you can use your hand to block out wind when starting a fire if need be simply use your thumb to push down on the striker and abruptly push the spring loaded steel to generate extremely hot sparks do to the size of the rod this thing showers sparks the rod also rotates 360 degrees so it will wear down evenly and you wont have one side of the rod depleated over time the plastic seems like it will hold up adequately over time these were actually developed for air force fighter pilots so i imagine they went through some rigourous testing the casing can also swivel over the top of the firesteel so it packs at a compact 4 inches great little piece of gear for any camper or someone putting together an emergency kit however always you make sure you have backup ways for fire the blastmatch has mechanical parts which makes it prone to possible failures with use over time but i have not experienced this issue or heard of it yet but dont take the chance i highly recommend this fire starter over the competition,sports,2,2
whenever i need an emotional pick-me-up i turn to philosophy's line of feminine light perfect scents whether it is the amazing grace pure grace inner grace or the unconditional love line using them always makes my spirits rise the day seem brighter this is a portion of a gift to a very special friend working with her these past 22 years has been an amazing journey and a privilege i hope she experiences many wonderful days as she explores the world of retirement how could she not she will be wearing this delicate delightful scent enjoy the product,beauty,2,2
i know a lot of people have reviewed and liked this product perhaps it works for them but i hate it this set of headphones is already in the garbage why the sound quality is not nearly as good as the reviews led me to believe it would be i have other headphones with much better sound but that is not the primary reason that i dumped them the wire placement for the headphones is in an uncomfortable place - in front of the ear-coverings so the wires are over my cheeks as they drop down to my ipod i would rather have the wires toward the back and out of the way also i like to drop the wires down the back of my shirt to get them out of the way and hook my ipod onto my belt the wires on these headphones are too short for this and with the wire-placement the wires cut across my neck when i tried wearing them this way i have purchased two koss products i've been disappointed with both there will not be a third,electronics,0,2
my small toe rubs again the forth toe and gives me painful blisters these toe separators did not work for me i have given myself a chance to get used to them and suffered with them for 2 weeks wearing them every day they slipped out from between my toes they were not comfortable in my shoes i felt them all the time and they irritated the skin between the toes while they were in place i threw them out i found a better solution chatting with an avid biker he uses bodyglide to prevent saddle sores i decided to try bodyglide between my toes and it worked for me now i use bodyglidebodyglide advanced technical formulato put between my toes every day the toes glide against it each other rather than rub and i don't have any blisters i have no ill effect from using it as frequently as i do ali julia review,beauty,0,2
the palm hard case will keep your palm v protected without adding much to it's size or weight since i have the slim leather case and tried the rhinoskin case i'll try to address some of the complaints others have posted it's only plastic -- true but the outer metal shield adds quite a bit of protection the spring is weak -- part of the problem with using the palm v hard case is installing your palm if the rail is not centered in the stylus holder either the front or the back of the case will not close properly giving the impression that the springs are weak true they could be stronger but if you use your palm a lot you want it to open easily there is a line and a flat side on the rail to help you center it it may take a few tries but keep at it you have to remove your palm to use the hotsync cradle -- not true just move the cradle to the edge of the table or desk and let the case hang over the edge just be careful you don't knock it off the desk accidently others have suggested placing a book under the cradle either works fine let's face it you bought your palm v because of it's size and you probably use it a lot if so this is your best option when it comes to cases pretty good protection easy to carry very slim and trim and easy to open and close this case also solves the problem of your palm turning itself on accidently a problem with the leather cases and covers although the leather cases are far more elegant and sumptuous also because this case does not press on the scroll button if you forget to turn off your palm and close the case your palm will will turn itself off and not run down the battery the rhinoskin case does offer better protection however i did not feel it was worth the money see my review,electronics,2,2
my knuckles get extremely dry and cracked during winter months i have tried numerous types of lotions otc and medical samples this stuff is cheap and excellent i use it nightly and it gets the job done,beauty,2,1
it is a great feeling to carry around your palm and always have information in your pocket i use mine with avantgo com to always have something to read i load a few ebooks on i also have it linked to my micorsoft money applications so i can always keep track of my finances how great are these things pick one up,electronics,2,2
the color is still a beautiful lilac which is very in right now however it is not nearly as bright vivid as i expected it's more dull and darker oh well i'll still wear it fortunately it might be more work appropriate because it's more subtle than i anticipated,beauty,1,1
when i first bought my air pistol i didn't think about oil but it was advertised with the pistol so i purchased it so far i have no issues with my pistol and oil as prescribed by manufacturers instructions it's not overly greasy and slides into the place it needs to go you can't go wrong,sports,2,1
after reading all of the encouraging reviews i bought this i use it everyday on my chest and back of hands the difference it's made to the texture of my skin is wonderful i use it on my face and neck once a week it's strong - which is good it works great purchase,beauty,2,1
i must have done a couple hours straight of researching and reading reviews on bobby pins haha i kept getting worried by the reviews on other brands that they were very cheap and would fall out - i didn't want to buy 1 000 hair pins for my wife and then have them come in the mail and end up getting 1 000 mini useless paperweights short and to the point these work very well worthy of a 5-star rating for what they're supposed to do and what they accomplish my wife has very long thick hair and not only do these work but now i can't believe girls actually buy 10-20 at a time at wal-mart etc for so much more money only to lose all of them over the period of a couple weeks,beauty,2,2
it has been a week and a half now since i began using this product and after two days i noticed a dramatic change in my skin i use it on my face and my neck- my neck is slower at changing than my face first thing i noticed was that my pores are not as visible also i am asian with dark oily skin so my face looks grossly oily by the end of the day that i have to use oil blots at least 4 times a day the second thing i noticed is that now that it has been a week and a half i have only needed to blot my skin once a day last my neck is really really dry and had little bumps that makes it feel rough and now it feels a little smoother this is a 60-peel product and i am barely on my 11'th peel so who knows to what extent my skin will improve for now i give it 5 stars and i will follow up in a few more weeks to report beck,beauty,2,2
they do the job just fine i do not like to pay a lot because i am not easy on my goggles so these are perfect,sports,2,1
a decent knife but expensive i also agree that it dulls easily was using it for fishing once and accidentally dropped the blade 20 ft onto a rock i was surprised to find the tip was slightly bent from the impact,sports,1,1
the current model of these is not what they used to be i concurr with current reviewers on this major point i bought a set for my 11 year old for a shooting kit to go with his new henry golden boy i've had a previous generation set for years and mostly like them for the audio and protection and slimness and knowing the negatives of the somewhat difficult to change batteries and the exposed knobs often turning them on in the bag - with no auto-off - killing the batteries thus getting into difficult to change batteries but i ordered a set for my 11 year old because i knew them well and he really liked the fit and feel i could immediately tell they were newer - the plastic moulding is acceptably different i could not without fear of wrecking the ear pads with excessive force remove them to put in the batteries period pads would not come off without risk of damaging the pads i trued the usual grips and angles i use on mine that help - but nope so while i figured he'd have difficulty and need my help on batteries - i wasn't expecting myself an experienced user of these to find it impossible to access the batteries so when 3m bought this from peltor - they ruined them poor quality control on fit and finish of pads and battery access make these unusable at the time i bought mine years ago - these were both the best and only in their class that is not so now knowing the possibility i had also ordered and tried howard leight those my older son and i really like - but their rectangular pads won't cover the lower back corner of my 11 year old's ear head so i'm still searching for something for him i may give him my older generation peltor tactical 6s and get howard leights or another perhaps higher end model for myself to replace them edit 3 18 compared against howard leight's the audio is crisper than the howard leight's no spacey sound the peltors didn't have as much gain volume the howard's only had that spacey sound with volume turned up so i gave my 14 year old thehoward leight r-01526 impact sport electronic earmuffand my 11 year old will probably get these my older model pair 3m peltor - what have you done with a gold standard unfortunate but true,sports,0,2
i have used hogue grips for many years although i have used other rubber grips hogue was always my 34 go to 34 choice the surface is gripy without being sticky the grip does not absord normal gun oils or for that matter hand oils i suggest using a mild soap to clean the grip if you are using the gun in cowboy action or competion just to remove any surface debris the install and the fit after install is first cabin hogue presents a level that all manufacturers should try to achieve well made good price and a great customer service department to answer any question about the product amazon hogue great combination,sports,2,2
i use this at the job because i work with with cardboard and in cold conditions which are very drying for my hands the bottle easily fits in my bag and does not leak when i take it with me this cream absorbs quickly and is long lasting my hands look and feel immediately better after just one application,beauty,2,1
just as advertised arrived quickly seems to have fixed the tracking problem on a veryold vcr with many hours use,electronics,2,0
i've had mine for a year and here's what we got it tries to route be down non truck routes while telling me the truck route is illegal for me this is such a bad problem that even interstate 25 in denver colorado is listed according to this gps as a non- truck route and will route you through the city instead there are several drivers within our company who own one and more than half of about 50 have crashed to an un-recoverable state our company representative said that rand mcnally informed them that the gps was not designed to say on for a long period of time really it's a truck driver gps we have one driver with a 2400 dollar ticket due to this gps routing him down the wrong road the companies response was to update the unit i've had mine for a year i never noticed one update that corrected functionality they only seem to keep messing the tools i want a gps that routes if i wanted tools i'd buy software for my computer my suggestion is to by a nice garmen my one rated for cars actually routes me better than this one rated for trucks wayne,electronics,0,2
it is what it is a good general purpose lightweight lubricating oil for your airgun it is not supposed to be used in the air or spring chambers of break barrel rifles but can be used for 34 other 34 general lube points on every thing else overall good stuff,sports,2,1
it is indeed plug and play i just plugged it into the usb on my lenovo laptop windows 7 i was able to view every file on numerous floppy disks great price if you have some old old floppies around i recommend getting this little beauty you might have some wonderful old files memories you had forgotten about on those floppies,electronics,2,2
i use these to clean every movie i receive from netflix i repurchase these wipes every couple of months to clean rented blu-ray movies wii and ps3 games i prefer to see the dirt i'm removing make sure you wipe back and forth away and towards the center of the disc instead of wiping in circles as stated in the directions,electronics,2,2
this is my go to product for blowdrying my frizzy hair it smoothes my hair so that it is ready for easy frizz free styling i buy this product over and over i hadn't found any other styling product that can do the same thing,beauty,2,1
just received this lock first impressions are good the cable is thicker than what you usually see on this type of product the key is big and easy to locate the ruber insert keeps your laptop from getting scratched not really a concern on this laptop i can confirm that the fit is loose but this does not affect how it secures to the device there is some wiggle room but not enough that it would be able to be shimmied off things that i am thinking of now are specific to my laptop the kensington slot is right by my system fan which i have a laptop that blows out 1000 degree air the metal lock gets very hot perhaps being so hot will further deter would be thieves it's no secret that cable can be cut the hope is that no one with tools will come across your laptop and have enough time to snatch it,electronics,2,2
best sock i have ever bought well worth 20 a pair i wore a single pair for a week straight to work and home and they didnt even smell bad they do stretch out a bit after wearing them for a day so you can see they are made to accomodate more than one size foot but its not a big enough annoyance to bring down the rating they have held up well so far and if they disappoint down the road i will update my review,sports,2,2
this is a light foam that isn't sticky nor clumpy my hair style stays during my work day with this hair care product a little high priced but worth it in the long run i haven't found a good store product in the stores to match its quality,beauty,2,1
works as designed the price is just right i will recommend this item to my friend it works with the proper length,electronics,2,1
this tape is great it's 5 stars great i have 3 colors of mk tape for my pt70 -1 mk231 black on white2 mk631 black on yellow3 mk232 red on whiteall 3 kinds are really good products and i'm glad i have all three it's incredibly easy quick to switch cartridges in the machine just pull one out stick the other one in no threading tape through slots or rollers or anything like that no loose ends of tape dangling out anywhere no wasted tape whatsoever it's really a very good simple design this review is about the black on yellow 1 2-inch tape but i must comment here that the pt70 machine is really a nice little unit in every respect this mk631 black on yellow label tape is very easy to read label separates off the backing very easily too tape sticks well but you can still remove it to reposition it i'm 100 happy with it can't quite decide whether i like the black white or the black yellow the best both are very easy to use very easy to read both very nice items no doubt about it c smithmaryland,electronics,2,2
i've been researching spotting scopes for months now and thought i'd found the perfect combination of price value and optics - but it was not to be i was encouraged by the positive reviews i'd read on this scope from several sources as well as the endorsements from major magazines' gear reviews after using he scope for a few days i feel betrayed the first harbinger of trouble was when i unpacked the scope and part of the tripod just fell apart now i knew the tripod wasn't going to be bulletproof and that it was a light-duty included accessory that would require gentle handling but really it couldn't even make it out of the package before failing i realize that any scopes less than german optics like zeiss and leica are going to be made in china korea or the philippines this was born out upon opening the box and being assaulted with that nauseating smell of chinese rubber and plastic ever been in a harbor freight tools store same smell i'd hoped that paying what this scope cost would ensure a little better fit and finish than the 59 versions at the local discount sporting goods store but everything about it screams cheap import crappy cardboard box poorly made case and that smell that nauseating smell but it's supposed to be about the optics right so let's see how it performs be forewarned the scope is heavy while this gives it a solid feel it's impossible to secure on any average tripod such that it doesn't vibrate and quiver if so much as breathed on i knew eye relief would be a problem since i wear glasses but at the higher powers the exit pupil is really hard to align i'm used to dropping my glasses to use most optics but at anything above 20x moving your eye any fraction from the centerline of the eyepiece cause you to lose the field of vision instantly it's a game of trying to find the sweet spot to be able to actually see through the scope the focus knob while smooth and easy to turn requires about a dozen turns from close focus to infinity since i wanted this scope for both shooting range use as well as birding that's a major problem since the ring-necked ducks i was trying to observe weren't inclined to sit still while i fiddled with the focus for 30 seconds trying to get things even close a peek inside the objective end with a flashlight revealed a scarily crude quality of construction internally rough nuts and bolts gobbed with black paint the soft carrying case is a crude canvas bag with no padding but the dealbreaker is that the zipper is on the bottom of the case you have pack everything in and turn it over then if you're carrying it by the shoulder strap and the zippers aren't closed well your scope falls out the bottom if i'd paid 100 for this scope i'd have resigned myself to having to live with these shortcomings for the price paid but at over 3x that i feel like like i was badly misled i can't imaging this being anyone's best buy and i can't imagine that a hundred dollar option could be any worse i'll never be able to swing a leica scope and i'm disappointed to find that everything in the sub- 500 range is just junk,sports,0,2
the item arrived on time and was just as expected it functioned as expected and is a very good unit i like this product and highly recommend the seller i am very satisfied with this purchase it gets a little weak if you keep the mags in it for a long time they tend to slip a little easy on and off the belt overall a good carrier for the price,sports,2,2
i recently purchased a rose water toner from sephora for 38 it smelled nice and i liked how it felt on my skin i however felt like it was totaly overpriced i am glad i found this product on amazon as the smell compared to the almost 4 x more price is amazing it really smells like so many other reviewers stated amazing like you walk past a rose bush it feels great on my skin and i definitly recommend this to anyone looking for a wonderful smelling toner for a great price only con was that it did not come with a spray nozzle it was a bit confusion as some reviews stated they spritzed it on so i expected it to come with a spray nozzle but i went to a local beauty store and refilled it and voilait works amazing,beauty,2,2
and heavy weight as well great for cooking in the oven as well as over the fire a great prepping item for your bol we have cooked chicken stew and even pineapple upside down cake in this and love it we love our dutch oven however if your going to be primarily using over the fire get the one with the inletted cover so you can place coals on top for even cooking as well,sports,2,2
i really have only one complaint so far as i can tell in essentials this bar cleanser is much the same as it ever was but i could swear that the bar i used several years ago was fragrance-free i know i would never have even tried it if it had smelled like this then i mean part of the cetaphil brand's selling point is that its skincare products have no fragrance added to them that would irritate sensitive skin so why does this cetaphil product have any fragrance at all i usually have no problems with lightly-scented skincare products provided they are only lightly scented i'm fortunate not to have sensitive or allergic skin reactions to fragrance ingredients but i still have to avoid most of them because for me strong perfumes set off major migraines other than that some of the scents in skincare products are actually quite nice but this this was like my worst nightmare of every ancient long-expired bottle of old-lady perfume dumped into a single bar it's intolerable i couldn't even just throw it away it still stunk up the whole bathroom from the bathroom trash can i ended up taking it straight outside to the dumpster and i still had to empty the half-full bathroom garbage to get rid of that sickening cloying unbearable scent that sparked off a 2-day migraine maybe i'm just missing something obvious i would appreciate it if someone could let me know if cetaphil still makes a fragrance-free bar soap cleanser i'd like to go back to using an old favorite but i can't find the old favorite,beauty,0,2
love this mag holster it keeps it out of the way and doesnt poke you in the side or belly when you move i will purchase more of these,sports,2,1
i had a raincoat that had been stored and had a musty smell i followed the soaking directions exactly and agitated during the soak to make sure everything was even but there are streaks of discoloration updatei had to treat the coat twice but to be fair it was in bad shape once dried and rinsed there was no discoloration and no smell really do follow the directions works best with some agitation every once in while during soaking to keep even application,sports,2,2
this has always been my favorite face cleaner its been harder and harder to find the only problem i have is the price too expensive so i may have to change to another product,beauty,2,1
i just got this unit two weeks ago and it is fantastic it is my first palm and i am very pleased with it so far it does everything the bigger palms do - slightly smaller screen to the others but for me that is not noticeable the screen has an excellent resolution - sharp and crisp the backlighting is terrific for low light conditions syncing it to your desktop is as easy as pushing a single button this unit comes with a hot sync cable that plugs in the bottom of the palm recessed and out of the way for carrying it around and the hot sync button is on the cable i would recommend this for anyone who is interested in getting into palms but does not want to fork out big bucks to get started,electronics,2,2
well made realistic looking lure that comes in 5 models june bug fire bug horsefly hornet and bumble bee i have tried the whole set and have had very good action in selected waters high reeds or under overhanging branches best to use a light rod and 4lb mono this year i have tried 34 100lb super dyneema strong braided fishing line 34 0 465mm thick and floats on water with equal success this lure is highly recommended for blue gill bass perch and trout,sports,2,2
this switch works great it is really easy to use just plug in your devices and thats it you don't have to even think about it it does everything all on its own this switch is built like a bomb-proof shelter very tough it dosen't have a fan but runs pretty cool even when stacked on top of other networking gear in a un-cooled enviroment the only problem i have with is is that there were 2 unused ports and the little wire things the touch the cable like kinda sunk down so they couldn't reach the cable so i had to use some tape to get to touch the connectors thats why i gave it only 4 stars other than that it continues to run my network with no problems at all i am more than 100 pleased with netgears fs105 i will be receiving a gs108 switch because i need a bigger gigabit one and i will also be receving a n600 router will be puting reviews about those products up soon,electronics,2,2
i was skeptical when i found and bought his cologne but i have to say the overall reviews that people say live up to the hype for something that cost so little it smells so wonderful it's a sweet smelling cologne that's just me personally that enjoy that smell and it's a must have been added to my collection first time buyer on this i am hook will recommend this seller please do yourself a favor and buy this you won't regret it,beauty,2,2
i use these with my mp3 player to listen mostly to audio books and podcasts they stay on and are comfortable with a good length for the cord time will tell if they become my favorite headsets,electronics,2,1
this is a great set of resistance bands it comes with a variety of bands equaling different amounts of pound resistance it also comes with the ankle straps if you want to use the bands to do leg exercises as well 2 handles to clip the band s onto for arm exercises there is a bag if you care to store them in the bag and a small paper booklet giving you some examples of different exercises you can do these are a good alternative to free weights or weight machines you can do so many different exercises with them and work a variety of muscles keep in mind if one band doesn't satisfy your weight resistance desire you can double or triple them up just hook them onto the handle or ankle strap and work with the combined resistance i have been using these for a little over a month and stretching them pretty good during my use and i see no signs of wear or tear anyone looking to add a little variety to their workout or for an alternative to weights or machines i would definitely give these a try,sports,2,2
i remember back in the summer of 2004 i was in the muskegon michigan best buy and saw these headphones i bought them after hearing other headphones that were more expensive but went ahead and bought these because they looked durable and i've been satisfied with sony's bookshelf speakers and figured that their headphones would sound even better they were the first pair of v600s i've had i thought the bass and vocals sounded really good but the treble was a little too thin and inaccurate in my opinion they were still great headphones and i thought i couldn't find anything much better for the price or so it seemed back then then a couple of months later i was on vacation in new york and accidently left these at a hotel and was disappointed that i lost these headphones i went until january without decent headphones and then bought another pair of sony v600s in holland michigan but when i opened them at home i was disappointed that they weren't really the same the cord was too thin compared to my original pair that was heavy duty and thicker i had them for about 4 years until i got a cat and she chewed the wire right apart i was pretty ticked off and gave up on this particular model of headphone and decided to save my money for the professional sony mdr 7506 which i reasearced on different sites that said were very durable and rugged headphones so i went ahead and bought those i am a lot happier with the 7506 not just for their durability and thick cord but i also thought and still think they sound twice as good as the v600s the treble sounds a lot better on the 7506s for about 20 to 30 more and are a better pair i keep a better eye on my cat and she hasn't even messed with my cords anymore the v600s are decent headphones but the thin cord makes it so i just can't recommend them to anyone who owns a pet or little kids,electronics,1,2
hoppe's makes the best boresnake on the market bar none i had a snake made by another company whose name i will not mention that did not a terrible job of removing fouling i now use it solely to apply lubricant to the barrel a few run throughs with the hoppe's boresnake however and the black crap came right out of my mosin with no fuss it's the brass bristles that make the difference they really grip and scrub out lead and carbon fouling without damaging the barrel the wide cloth end for soaking up solvent i use hoppe's no 9 wipes the scrubbed out gunk out and leaves the bore nice and shiny i will buy one of these for my shooting buddy come christmas,sports,2,2
this is my second one i could never get my first one from my wife so i needed to buy one for myself it works well and is relatively inexpensive it is a great buy for the money and i have had several other koss products before and alway been very satisfied with them,electronics,2,1
i am on accutane and can't have anything harsh on my skin this is one of the few products i found that wouldn't strip my skin of oils and wasn't fragranced it still cleanses and works great i will continue to buy,beauty,2,1
what a great invention these things are feed the weighted tip in and pull through -- pull back and forth like floss so much less mess than running rods and patches soaked in bore cleaner great product great price highly recommend,sports,2,1
fits great made well and doesn't wrinkle easily i can wear the shirt 2 or 3 days in a row if i wanted to and didn't care about hygiene since it almost always looks like it just came out of the washing machine the only way to get it to look wrinkled is if i throw it on the floor and then throw something else on top of it i can't complain,sports,2,2
we buy this all the time problem is some places no longer carry ti i purchased on line however when i could not find it however i found it's quite a bit more expensive on amazon then the one i finally found at whole foods stores but the product is great gentle and helps winter itch scalp,beauty,2,1
these headphones are great they give what some people call a flat sound just the way an acoustical instrument woud sound in a room without an echo in other words no excentuated highs basses or midrange they are ruggedly constructed for professional use they are also pretty comfortable with one slight drawback the plastic padding around each phone fits so snugly around my ears that my ears eventualy get a little too warm buy them you wont be sorry,electronics,2,2
everlast is a well known name and they make good products i wanted something cushy for my exercise class so something a bit more thicker than a yoga mat this is definitely thick and cushy but it's kind of bulky and heavy to carry it does have handles but it is still kind of cumbersome and i am pretty strong it was not worth returning so i will deal with it but if i had to do it over i'd buy the yoga mat,sports,2,2
i got this for pistol target practice it is very heavy duty and good quality i shoot 10mm pistol at it at about 20 meters yards and it doesn't even make the slightest dent in the steel i even clipped the side with my s ty shooting not a problem here's my problem with it when i shoot powerful 10mm rounds if i get a good solid hit on the large circle it will sometimes pull the entire unit out of the ground and i have to go out and try to hammer it back in which is hard to do because the legs are short and dull i really wish they would have made longer legs with sharp ish ends so that you can drive it in the ground properly because when that heavy-duty spinner gets hit by my 10mm it goes around and around like 6 or 7 times i don't appreciate having to go out there every 15 to 20 rounds and hammer it back in the ground because they made short fat legs on it,sports,2,2
for many people who are currently jumping on to the pda bandwagon you really cant go wrong with this little device depending on how you look at it when it comes to pda's generally what you pay for is what you get this holds true for the m100 it will do pretty much everything every other palm will do the only difference is that you have only about 2mb of storage space compared to the 8mb most palm units will have now also the other main difference is that instead of a cradle this unit has a plug in type of sync its a great gift to give someone considering how much you can get them these days its a great entry level pda as a last piece of advice i highly recommend that you do your research before you go and by any pda dont believe the pocketpc ads or even the palm ads talk to a lot of people and read a lot of reviews particularly reviews that are made my people like you or me who aren't on palm's or microsoft's payroll unfortunately they will really tell you a lot of things that you will really want to know good luck overall again this is a good introductory palm for those who dont have any type of pda again it really depend on your needs in a pda if all you need is a place to write telephone numbers keep a calendar a to do list and maybe a few games this would be adequate however if you need to view documents e-books web clippings spreadsheets and even listen to music you might want to go another direction also be prepared to part with a few more dollars,electronics,1,2
1st off i hardly ever write reviews and i buy my stuff from many different online vendors not just here on amazon with that said i bought several packs of these and they work fine in all my ak's from my 3 kit built ak's to my 5 arsenals well 3 as the other 2 are 5 45's but i use a-zoom 5 45's for those as well along with my polish tantal i also own a yugo m70 2 krebs custom ak's one in 223 and a cheapo wasr-10 so except the ones mentioned the rest of my ak's are all 7 62x39 and they all work fine with these caps in fact i use a-zoom for my entire collection of firearms collected over 40 years so my bunch of toys is quite sizable from rifles to pistols imo they are the best snaps in the biz from old 30 carbines and kar 98's to to the more modern sig 556 hkmr556 acr scar 16 and 17 daniel denfense mk18 10 3 sbr etc etc to my home built ar's my bolt guns and even my kids 22's the only type of weapon i don't buy or own are shotguns anyway zero probs whatsoever works in all my pistols as well my only niggle would be the anodized paint comes of pretty easy but no biggie people should be aware if its jamming in the chamber etc or not extracting or feeding than you most likely have headspace extractor and or mag problems also ak's are notorious for having out of specs parts or not assembled properly so its not the caps it's your gun anyway sorry for the longish rant and no i dont work for the company just a longtime shooter and collector that loves this product,sports,2,2
this review is for the koss volume control only a volume control that i can reach anytime and it works a volume control for all devices and it has the 3 5mm mini-plug the control includes a clip to attach it to any clothing too this is the best separate volume control i have found i use it with my headphones and control volume on all my devices with it it makes changing the volume very easy mine did come with a straight plug on the end instead of the angled plug as shown in the image this volume control worked better than i expected i can now control the volume on each device i use with the same control instead of trying to remember all the volume controls and where they are i plug this into my headphones and use it with everything other than the plug being straight there were no surprises having tried many volume controls both separate and integrated i found this one very easy to use it is much better than most of the controls out there set the volume up fairly loud and then use this to control it as needed it works great,electronics,2,2
the socks seem told her shape even after numerous uses and washings i like them because they top out below my upper calf yet stay up all the time i have other socks that were more expensive but these are of identical quality in my opinion,sports,2,1
i got these to make shooting at my practice range easier they needed a little breaking it but after reloading each about 3-5 times they all work smoothly and as expected now i've used numerous types and brands of ammo including reloads and they all work perfectly now i'm using these with a '74 s w 38spl k-frame square butt revolver i had to change grips because the ones that came on the gun were in the way of the loader the new grip also has an integrated laser for quick targeting and if needed hopefully making your target think twice about attacking you i re-stock atms part time and this is the setup i carry when i'm moving money around i always carry it loaded and with at least 2-3 speed loaders loaded and ready - just in case so far knock on wood i haven't had to use it in that situation,sports,2,2
this stuff works really great it might be a little oily for some people's taste don't forget that it's like 3 at walmart,beauty,2,1
tied a bunch of different rigs with the line and it worked out great good product and never had a problem tying with the line,sports,2,1
i have very thin fine hair almost every product i have used to curl my hair leaves it straight and limp after about 1 2hr this product using the small rollers i had actual curl not just wave the next day this without even using hairspray i some ways it reminds me of those old pink rollers of my childhood i'm very pleased with this product,beauty,2,2
if you go to radio shack or best buy or staples you will find the same cable for 30 or more the cable is the same as those more expensive one and even has easy opening package love the cables and the price,electronics,2,1
the very best feature about this feature is that the ear cups are huge i've seen some previous reviews complaining that they were too big but i think they're terrific i have big ears so these are perfect for me the only con is that the headphones can easily adjust the sliders when you pull the headset to fit your head the sliders that change the head size will shrink overall 9 10,electronics,2,2
everything fits snugly into the card which can fit easily into a pocket even a wallet implements are well crafted and good quality i carry mine with pride and with the reassurance that while i may never need it-- if i do it could save my life while camping or hiking please remember that a simple hike could turn into an emergency so carry a survival kit this tool logic cc1sb credit card companion is part of mine,sports,2,2
experienced photographers know you just can't take 'shake-free' clear photos while holding the camera so remote control from a tripod is the solution this device is simple durable and effective i'm not an electronics expert so i can't comment on all the parameters i just know it has worked faithfully since i bought it the design ease of use etc are all first class don't need to be more technical than that price is very fair note it's small as it should be so be prepared to find a 'special' place for it in your bag or it will get misplaced easily,electronics,2,2
